TTT (K)	𝝆𝑳	𝝆𝑽	𝑷	∆𝑯𝑽	ρL+/-	ρV+/-	P+/-	Hvap+/-
500.00	0.497700	0.036390	1.001000	24.060000	0.000200	0.000080	0.002000	0.006000
490.00	0.512100	0.030230	0.845000	25.371000	0.000200	0.000070	0.002000	0.006000
480.00	0.525600	0.025060	0.709000	26.580000	0.000200	0.000060	0.002000	0.010000
470.00	0.538500	0.020700	0.590000	27.700000	0.000200	0.000050	0.002000	0.020000
460.00	0.550700	0.017010	0.486000	28.760000	0.000300	0.000040	0.002000	0.030000
450.00	0.562500	0.013890	0.397000	29.750000	0.000200	0.000030	0.002000	0.030000
440.00	0.573700	0.011260	0.321000	30.690000	0.000200	0.000020	0.001000	0.020000
430.00	0.584400	0.009050	0.257000	31.570000	0.000200	0.000020	0.001000	0.020000
420.00	0.594800	0.007200	0.203000	32.410000	0.000200	0.000020	0.001000	0.020000
410.00	0.604700	0.005670	0.158000	33.210000	0.000400	0.000020	0.001000	0.020000
400.00	0.614400	0.004400	0.121100	33.980000	0.000600	0.000020	0.000900	0.040000
390.00	0.623900	0.003380	0.091400	34.730000	0.000600	0.000020	0.000700	0.030000
380.00	0.633600	0.002550	0.067900	35.480000	0.000100	0.000020	0.000600	0.020000
370.00	0.643300	0.001890	0.049400	36.220000	0.000800	0.000010	0.000500	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.427300	0.080300	1.875000	16.770000	0.000700	0.000200	0.003000	0.030000
530.00	0.450300	0.065100	1.621000	19.020000	0.000400	0.000100	0.002000	0.010000
520.00	0.470000	0.053470	1.396000	20.928000	0.000200	0.000080	0.002000	0.009000
510.00	0.487300	0.044330	1.195000	22.550000	0.000300	0.000070	0.002000	0.010000
500.00	0.503000	0.036900	1.018000	23.990000	0.000300	0.000060	0.002000	0.020000
490.00	0.517500	0.030720	0.860000	25.290000	0.000300	0.000050	0.002000	0.020000
480.00	0.531200	0.025510	0.722000	26.490000	0.000300	0.000040	0.002000	0.020000
470.00	0.544300	0.021100	0.601000	27.620000	0.000300	0.000040	0.002000	0.020000
460.00	0.556700	0.017360	0.496000	28.670000	0.000200	0.000030	0.002000	0.020000
450.00	0.568500	0.014190	0.405000	29.660000	0.000200	0.000020	0.002000	0.030000
440.00	0.579600	0.011510	0.328000	30.580000	0.000300	0.000020	0.002000	0.030000
430.00	0.590000	0.009260	0.262000	31.440000	0.000400	0.000020	0.001000	0.030000
420.00	0.600200	0.007370	0.207000	32.260000	0.000600	0.000020	0.001000	0.030000
410.00	0.610200	0.005810	0.161000	33.060000	0.000800	0.000020	0.001000	0.050000
400.00	0.620100	0.004520	0.124000	33.840000	0.000900	0.000020	0.001000	0.050000
390.00	0.630100	0.003460	0.093600	34.610000	0.000800	0.000020	0.000900	0.050000
380.00	0.639600	0.002620	0.069500	35.340000	0.000900	0.000020	0.000700	0.070000
370.00	0.648600	0.001940	0.050600	36.020000	0.000700	0.000020	0.000500	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.416000	0.086500	1.923000	15.300000	0.003000	0.000800	0.008000	0.200000
520.00	0.441000	0.069900	1.663000	17.500000	0.002000	0.000600	0.007000	0.100000
510.00	0.462000	0.057000	1.432000	19.520000	0.001000	0.000400	0.007000	0.090000
500.00	0.480300	0.047000	1.226000	21.190000	0.000800	0.000300	0.006000	0.060000
490.00	0.496400	0.039000	1.044000	22.630000	0.000500	0.000300	0.005000	0.040000
480.00	0.511200	0.032400	0.883000	23.920000	0.000500	0.000200	0.004000	0.040000
470.00	0.524900	0.026900	0.742000	25.080000	0.000700	0.000200	0.004000	0.050000
460.00	0.537800	0.022200	0.618000	26.170000	0.000900	0.000200	0.003000	0.060000
450.00	0.550100	0.018300	0.510000	27.180000	0.000800	0.000100	0.002000	0.060000
440.00	0.561900	0.015000	0.417000	28.130000	0.000400	0.000100	0.002000	0.030000
430.00	0.573000	0.012140	0.338000	29.020000	0.000300	0.000080	0.002000	0.010000
420.00	0.583500	0.009770	0.270000	29.850000	0.000700	0.000060	0.001000	0.040000
410.00	0.593600	0.007790	0.214000	30.630000	0.000900	0.000040	0.001000	0.060000
400.00	0.603500	0.006150	0.167000	31.380000	0.000900	0.000030	0.001000	0.070000
390.00	0.613500	0.004790	0.128000	32.110000	0.000800	0.000020	0.001000	0.070000
380.00	0.624000	0.003680	0.097000	32.860000	0.001000	0.000020	0.000900	0.080000
370.00	0.634000	0.002780	0.072000	33.600000	0.001000	0.000010	0.000800	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.427200	0.083500	1.938000	16.260000	0.000800	0.000200	0.002000	0.050000
530.00	0.450800	0.067800	1.679000	18.490000	0.000500	0.000100	0.002000	0.030000
520.00	0.470900	0.055700	1.449000	20.400000	0.000200	0.000100	0.001000	0.010000
510.00	0.488500	0.046280	1.244300	22.020000	0.000200	0.000090	0.000900	0.010000
500.00	0.504400	0.038590	1.062100	23.450000	0.000400	0.000060	0.000600	0.020000
490.00	0.519000	0.032200	0.900700	24.730000	0.000500	0.000050	0.000500	0.030000
480.00	0.532600	0.026810	0.758400	25.900000	0.000500	0.000040	0.000600	0.030000
470.00	0.545500	0.022240	0.633600	27.000000	0.000400	0.000030	0.000700	0.030000
460.00	0.557800	0.018360	0.524800	28.020000	0.000300	0.000030	0.000800	0.020000
450.00	0.569400	0.015070	0.430700	28.970000	0.000300	0.000020	0.000900	0.020000
440.00	0.580400	0.012280	0.350000	29.870000	0.000400	0.000020	0.000900	0.020000
430.00	0.591000	0.009920	0.281300	30.710000	0.000500	0.000010	0.000900	0.030000
420.00	0.601300	0.007940	0.223400	31.530000	0.000500	0.000010	0.000900	0.030000
410.00	0.611700	0.006290	0.175200	32.320000	0.000700	0.000010	0.000800	0.050000
400.00	0.621900	0.004920	0.135300	33.100000	0.000800	0.000010	0.000700	0.050000
390.00	0.631800	0.003800	0.102900	33.850000	0.000600	0.000010	0.000600	0.050000
380.00	0.641200	0.002890	0.076900	34.560000	0.000700	0.000010	0.000500	0.060000
370.00	0.650700	0.002161	0.056400	35.260000	0.000900	0.000009	0.000500	0.070000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.406800	0.096000	2.088000	14.460000	0.000800	0.000700	0.005000	0.080000
530.00	0.432300	0.077400	1.809000	16.870000	0.000600	0.000500	0.003000	0.050000
520.00	0.454700	0.062800	1.561000	19.030000	0.000600	0.000300	0.002000	0.030000
510.00	0.474000	0.051600	1.341000	20.840000	0.000500	0.000100	0.001000	0.020000
500.00	0.491000	0.042800	1.146000	22.390000	0.000300	0.000070	0.001000	0.020000
490.00	0.506400	0.035590	0.972900	23.770000	0.000300	0.000050	0.000800	0.020000
480.00	0.520600	0.029580	0.820400	25.010000	0.000300	0.000040	0.000600	0.020000
470.00	0.533800	0.024520	0.686500	26.140000	0.000200	0.000030	0.000500	0.010000
460.00	0.546400	0.020230	0.569700	27.200000	0.000200	0.000030	0.000500	0.010000
450.00	0.558400	0.016610	0.468600	28.190000	0.000400	0.000020	0.000500	0.020000
440.00	0.569800	0.013540	0.381600	29.130000	0.000300	0.000020	0.000500	0.020000
430.00	0.580800	0.010950	0.307500	30.010000	0.000500	0.000020	0.000600	0.040000
420.00	0.591700	0.008780	0.244800	30.870000	0.000800	0.000010	0.000600	0.060000
410.00	0.602000	0.006963	0.192400	31.700000	0.001000	0.000007	0.000600	0.070000
400.00	0.612900	0.005459	0.149100	32.490000	0.000900	0.000006	0.000500	0.070000
390.00	0.622600	0.004224	0.113800	33.230000	0.000500	0.000007	0.000500	0.040000
380.00	0.631700	0.003221	0.085400	33.910000	0.000500	0.000008	0.000400	0.040000
370.00	0.640700	0.002417	0.062900	34.580000	0.000800	0.000008	0.000400	0.050000
360.00	0.649800	0.001780	0.045400	35.240000	0.000700	0.000008	0.000300	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.413400	0.084900	1.901000	15.590000	0.000500	0.000400	0.006000	0.070000
520.00	0.438200	0.068600	1.641000	17.890000	0.000200	0.000200	0.006000	0.030000
510.00	0.459300	0.056000	1.410000	19.890000	0.000300	0.000200	0.005000	0.010000
500.00	0.477500	0.046100	1.205000	21.580000	0.000300	0.000100	0.004000	0.020000
490.00	0.493800	0.038200	1.024000	23.050000	0.000300	0.000100	0.004000	0.020000
480.00	0.508800	0.031620	0.864000	24.370000	0.000400	0.000070	0.003000	0.030000
470.00	0.522700	0.026150	0.724000	25.580000	0.000400	0.000050	0.003000	0.040000
460.00	0.535700	0.021550	0.601000	26.700000	0.000500	0.000030	0.003000	0.040000
450.00	0.548100	0.017670	0.495000	27.730000	0.000400	0.000030	0.002000	0.040000
440.00	0.559900	0.014400	0.404000	28.710000	0.000300	0.000020	0.002000	0.030000
430.00	0.571400	0.011650	0.326000	29.640000	0.000200	0.000020	0.002000	0.030000
420.00	0.582400	0.009340	0.260000	30.520000	0.000400	0.000020	0.002000	0.040000
410.00	0.593100	0.007420	0.205000	31.360000	0.000600	0.000020	0.002000	0.050000
400.00	0.603400	0.005830	0.159000	32.160000	0.000600	0.000020	0.002000	0.050000
390.00	0.613200	0.004520	0.122000	32.910000	0.000400	0.000020	0.001000	0.040000
380.00	0.622800	0.003450	0.091000	33.630000	0.000800	0.000020	0.001000	0.060000
370.00	0.632000	0.002600	0.067000	34.350000	0.001000	0.000020	0.001000	0.080000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.411000	0.097000	2.179000	14.500000	0.003000	0.001000	0.004000	0.200000
540.00	0.438000	0.079600	1.900000	16.800000	0.003000	0.000700	0.002000	0.200000
530.00	0.460000	0.065400	1.650000	18.800000	0.002000	0.000400	0.002000	0.100000
520.00	0.479000	0.054200	1.426000	20.580000	0.001000	0.000200	0.002000	0.090000
510.00	0.496000	0.045200	1.226000	22.080000	0.001000	0.000100	0.002000	0.070000
500.00	0.511200	0.037900	1.048000	23.420000	0.000700	0.000100	0.002000	0.050000
490.00	0.525400	0.031690	0.890000	24.640000	0.000500	0.000080	0.002000	0.040000
480.00	0.538800	0.026470	0.751000	25.750000	0.000500	0.000060	0.002000	0.030000
470.00	0.551200	0.022030	0.628000	26.780000	0.000700	0.000040	0.002000	0.030000
460.00	0.562900	0.018240	0.521000	27.730000	0.000900	0.000040	0.002000	0.040000
450.00	0.573900	0.015010	0.429000	28.620000	0.000900	0.000040	0.002000	0.040000
440.00	0.584600	0.012270	0.349000	29.460000	0.000600	0.000030	0.002000	0.030000
430.00	0.595100	0.009950	0.282000	30.280000	0.000200	0.000030	0.002000	0.030000
420.00	0.605500	0.007990	0.224000	31.060000	0.000300	0.000030	0.002000	0.040000
410.00	0.615700	0.006350	0.176000	31.820000	0.000500	0.000020	0.002000	0.030000
400.00	0.625400	0.004990	0.137000	32.540000	0.000700	0.000020	0.002000	0.030000
390.00	0.634800	0.003870	0.105000	33.230000	0.000400	0.000020	0.001000	0.020000
380.00	0.644500	0.002950	0.079000	33.930000	0.000600	0.000020	0.001000	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.421100	0.095500	2.112000	14.900000	0.000900	0.000700	0.002000	0.100000
540.00	0.444000	0.076500	1.836000	17.350000	0.000900	0.000300	0.002000	0.080000
530.00	0.464900	0.062300	1.591000	19.460000	0.000600	0.000200	0.003000	0.040000
520.00	0.483400	0.051500	1.373000	21.220000	0.000400	0.000100	0.003000	0.030000
510.00	0.500000	0.043010	1.178000	22.730000	0.000300	0.000060	0.003000	0.030000
500.00	0.515100	0.035990	1.005000	24.060000	0.000300	0.000050	0.003000	0.030000
490.00	0.529100	0.030100	0.852000	25.270000	0.000300	0.000050	0.003000	0.020000
480.00	0.542300	0.025100	0.717000	26.390000	0.000200	0.000040	0.003000	0.020000
470.00	0.554800	0.020840	0.598000	27.440000	0.000200	0.000030	0.003000	0.020000
460.00	0.566700	0.017210	0.495000	28.420000	0.000300	0.000030	0.003000	0.020000
450.00	0.578000	0.014120	0.406000	29.340000	0.000400	0.000030	0.002000	0.020000
440.00	0.588800	0.011510	0.330000	30.200000	0.000200	0.000030	0.002000	0.020000
430.00	0.599100	0.009300	0.265000	31.020000	0.000200	0.000030	0.002000	0.020000
420.00	0.609200	0.007440	0.210000	31.800000	0.000400	0.000030	0.002000	0.030000
410.00	0.619200	0.005890	0.164000	32.560000	0.000700	0.000030	0.002000	0.050000
400.00	0.629000	0.004610	0.127000	33.280000	0.001000	0.000030	0.001000	0.070000
390.00	0.638000	0.003550	0.097000	33.980000	0.001000	0.000030	0.001000	0.090000
380.00	0.647000	0.002700	0.072000	34.700000	0.001000	0.000030	0.001000	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
540.00	0.433600	0.083400	1.957000	16.350000	0.000500	0.000400	0.005000	0.020000
530.00	0.456300	0.068000	1.698000	18.530000	0.000700	0.000300	0.004000	0.040000
520.00	0.476000	0.056100	1.467000	20.380000	0.000700	0.000300	0.003000	0.040000
510.00	0.493400	0.046700	1.261000	21.960000	0.000500	0.000200	0.002000	0.040000
500.00	0.509300	0.039000	1.078000	23.350000	0.000400	0.000100	0.002000	0.030000
490.00	0.524000	0.032610	0.915000	24.620000	0.000400	0.000080	0.001000	0.030000
480.00	0.537700	0.027200	0.771000	25.780000	0.000500	0.000050	0.001000	0.030000
470.00	0.550600	0.022600	0.645000	26.850000	0.000500	0.000040	0.001000	0.030000
460.00	0.562800	0.018690	0.535000	27.860000	0.000500	0.000020	0.001000	0.030000
450.00	0.574500	0.015370	0.440000	28.800000	0.000700	0.000020	0.001000	0.040000
440.00	0.585900	0.012540	0.358000	29.710000	0.000800	0.000020	0.001000	0.050000
430.00	0.596900	0.010150	0.288000	30.570000	0.000700	0.000020	0.001000	0.040000
420.00	0.607500	0.008140	0.229000	31.380000	0.000500	0.000020	0.000900	0.030000
410.00	0.617500	0.006460	0.179700	32.140000	0.000700	0.000020	0.000800	0.040000
400.00	0.627200	0.005060	0.139100	32.870000	0.000900	0.000020	0.000600	0.060000
390.00	0.636800	0.003920	0.106000	33.580000	0.000700	0.000020	0.000500	0.050000
380.00	0.646000	0.002980	0.079400	34.260000	0.000700	0.000010	0.000400	0.040000
370.00	0.654900	0.002240	0.058400	34.910000	0.000800	0.000010	0.000300	0.050000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.431000	0.092600	2.220000	15.640000	0.001000	0.000800	0.010000	0.080000
550.00	0.455200	0.076200	1.944000	17.820000	0.000900	0.000600	0.008000	0.060000
540.00	0.475400	0.063600	1.698000	19.630000	0.000900	0.000300	0.006000	0.050000
530.00	0.492800	0.053600	1.476000	21.170000	0.000900	0.000200	0.005000	0.040000
520.00	0.509000	0.045300	1.277000	22.540000	0.001000	0.000100	0.005000	0.050000
510.00	0.523000	0.038360	1.098000	23.780000	0.001000	0.000090	0.004000	0.070000
500.00	0.537000	0.032390	0.938000	24.930000	0.001000	0.000060	0.004000	0.080000
490.00	0.550000	0.027280	0.797000	26.000000	0.001000	0.000050	0.004000	0.070000
480.00	0.562200	0.022870	0.671000	26.990000	0.000600	0.000040	0.004000	0.040000
470.00	0.573900	0.019090	0.561000	27.940000	0.000400	0.000040	0.003000	0.030000
460.00	0.585100	0.015840	0.466000	28.820000	0.000400	0.000040	0.003000	0.030000
450.00	0.595700	0.013060	0.383000	29.640000	0.000500	0.000040	0.003000	0.040000
440.00	0.605900	0.010690	0.311000	30.420000	0.000600	0.000040	0.003000	0.040000
430.00	0.615900	0.008680	0.250000	31.180000	0.000500	0.000040	0.003000	0.040000
420.00	0.625700	0.006980	0.199000	31.900000	0.000700	0.000030	0.003000	0.060000
410.00	0.635400	0.005550	0.156000	32.610000	0.000900	0.000030	0.002000	0.070000
400.00	0.644700	0.004360	0.121000	33.280000	0.000900	0.000040	0.002000	0.060000
390.00	0.653000	0.003380	0.092000	33.890000	0.001000	0.000040	0.002000	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.429000	0.093000	2.180000	15.200000	0.001000	0.001000	0.009000	0.100000
540.00	0.453000	0.076500	1.907000	17.360000	0.000600	0.000500	0.008000	0.070000
530.00	0.473200	0.063700	1.661000	19.160000	0.000600	0.000300	0.007000	0.050000
520.00	0.490800	0.053500	1.440000	20.690000	0.000800	0.000200	0.006000	0.050000
510.00	0.507000	0.045100	1.242000	22.040000	0.001000	0.000100	0.006000	0.060000
500.00	0.521000	0.038050	1.065000	23.270000	0.001000	0.000080	0.005000	0.060000
490.00	0.535200	0.032040	0.907000	24.400000	0.000900	0.000050	0.005000	0.050000
480.00	0.548000	0.026910	0.768000	25.440000	0.000800	0.000040	0.005000	0.050000
470.00	0.560000	0.022500	0.644000	26.400000	0.000800	0.000040	0.005000	0.030000
460.00	0.571400	0.018720	0.537000	27.300000	0.000900	0.000030	0.005000	0.030000
450.00	0.583000	0.015480	0.443000	28.180000	0.001000	0.000030	0.005000	0.030000
440.00	0.594000	0.012700	0.362000	29.030000	0.000900	0.000030	0.005000	0.030000
430.00	0.604800	0.010340	0.293000	29.830000	0.000500	0.000020	0.005000	0.040000
420.00	0.615100	0.008340	0.234000	30.580000	0.000500	0.000030	0.004000	0.080000
410.00	0.625000	0.006650	0.185000	31.300000	0.001000	0.000030	0.004000	0.100000
400.00	0.634000	0.005250	0.144000	32.000000	0.001000	0.000040	0.004000	0.100000
390.00	0.644000	0.004090	0.110000	32.600000	0.002000	0.000050	0.003000	0.200000
380.00	0.655000	0.003140	0.083000	33.400000	0.002000	0.000050	0.003000	0.100000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
530.00	0.400000	0.092000	2.070000	14.300000	0.020000	0.006000	0.020000	0.200000
520.00	0.430000	0.075000	1.800000	16.600000	0.010000	0.002000	0.010000	0.100000
510.00	0.456000	0.062300	1.560000	18.400000	0.004000	0.000900	0.010000	0.080000
500.00	0.475000	0.052000	1.343000	19.970000	0.001000	0.000500	0.008000	0.080000
490.00	0.491900	0.043400	1.150000	21.360000	0.000900	0.000400	0.007000	0.070000
480.00	0.507200	0.036300	0.979000	22.630000	0.000800	0.000300	0.006000	0.070000
470.00	0.521200	0.030300	0.827000	23.780000	0.000700	0.000200	0.005000	0.060000
460.00	0.534300	0.025200	0.694000	24.830000	0.000600	0.000200	0.004000	0.050000
450.00	0.546600	0.020900	0.577000	25.810000	0.000700	0.000100	0.003000	0.060000
440.00	0.559000	0.017200	0.475000	26.750000	0.001000	0.000100	0.003000	0.080000
430.00	0.570000	0.014040	0.388000	27.640000	0.001000	0.000080	0.002000	0.080000
420.00	0.581500	0.011390	0.313000	28.470000	0.000900	0.000070	0.002000	0.050000
410.00	0.592000	0.009150	0.250000	29.240000	0.001000	0.000050	0.002000	0.060000
400.00	0.601000	0.007270	0.197000	29.950000	0.001000	0.000040	0.002000	0.060000
390.00	0.610000	0.005720	0.153000	30.590000	0.001000	0.000040	0.001000	0.070000
380.00	0.619100	0.004450	0.117000	31.240000	0.000700	0.000030	0.001000	0.040000
370.00	0.628800	0.003400	0.088100	31.900000	0.000900	0.000030	0.000100	0.060000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
560.00	0.430700	0.096300	2.287000	15.120000	0.000700	0.000700	0.009000	0.090000
550.00	0.455000	0.079400	2.008000	17.300000	0.001000	0.000500	0.008000	0.090000
540.00	0.476000	0.066400	1.756000	19.120000	0.001000	0.000400	0.007000	0.090000
530.00	0.494100	0.056000	1.529000	20.680000	0.000700	0.000300	0.007000	0.060000
520.00	0.510200	0.047400	1.325000	22.050000	0.000500	0.000200	0.006000	0.030000
510.00	0.524900	0.040100	1.141000	23.280000	0.000600	0.000200	0.005000	0.020000
500.00	0.538500	0.033900	0.977000	24.410000	0.000400	0.000100	0.005000	0.020000
490.00	0.551500	0.028600	0.831000	25.460000	0.000300	0.000100	0.004000	0.030000
480.00	0.563800	0.024050	0.702000	26.450000	0.000600	0.000080	0.004000	0.050000
470.00	0.575600	0.020120	0.588000	27.380000	0.000800	0.000060	0.004000	0.060000
460.00	0.586800	0.016730	0.489000	28.240000	0.000700	0.000050	0.003000	0.060000
450.00	0.597300	0.013820	0.403000	29.050000	0.000500	0.000040	0.003000	0.040000
440.00	0.607600	0.011330	0.329000	29.830000	0.000700	0.000040	0.003000	0.040000
430.00	0.617800	0.009220	0.265000	30.580000	0.000900	0.000040	0.003000	0.060000
420.00	0.627600	0.007430	0.212000	31.300000	0.000900	0.000040	0.003000	0.080000
410.00	0.637000	0.005930	0.167000	32.000000	0.001000	0.000040	0.002000	0.100000
400.00	0.646500	0.004670	0.130000	32.650000	0.000900	0.000040	0.002000	0.080000
390.00	0.656000	0.003640	0.099000	33.330000	0.001000	0.000040	0.002000	0.080000
TTT (K)	𝝆𝑳	𝝆𝑽	#VALUE!	∆𝑯𝑽	#VALUE!	#VALUE!	#VALUE!	#VALUE!
550.00	0.419000	0.098200	2.217000	14.570000	0.001000	0.000700	0.007000	0.090000
540.00	0.445000	0.080400	1.935000	16.840000	0.001000	0.000500	0.005000	0.060000
530.00	0.467000	0.066100	1.681000	18.870000	0.000900	0.000300	0.004000	0.040000
520.00	0.486100	0.054900	1.454000	20.600000	0.000700	0.000200	0.003000	0.030000
510.00	0.502800	0.045900	1.251000	22.080000	0.000400	0.000100	0.002000	0.020000
500.00	0.517800	0.038490	1.071000	23.380000	0.000400	0.000080	0.002000	0.030000
490.00	0.531700	0.032270	0.910000	24.570000	0.000500	0.000050	0.002000	0.030000
480.00	0.544800	0.027000	0.769000	25.660000	0.000500	0.000040	0.002000	0.030000
470.00	0.557300	0.022500	0.644000	26.680000	0.000400	0.000030	0.002000	0.020000
460.00	0.569300	0.018660	0.535000	27.640000	0.000300	0.000030	0.001000	0.020000
450.00	0.580900	0.015380	0.441000	28.550000	0.000400	0.000030	0.001000	0.020000
440.00	0.592100	0.012580	0.359000	29.420000	0.000600	0.000030	0.001000	0.040000
430.00	0.602800	0.010210	0.290000	30.240000	0.000700	0.000020	0.001000	0.040000
420.00	0.613000	0.008210	0.231000	31.010000	0.000300	0.000020	0.001000	0.020000
410.00	0.622900	0.006530	0.182100	31.740000	0.000500	0.000020	0.000900	0.030000
400.00	0.632700	0.005140	0.141400	32.460000	0.000800	0.000020	0.000800	0.050000
390.00	0.642100	0.003990	0.108200	33.130000	0.000800	0.000020	0.000600	0.050000
380.00	0.651000	0.003060	0.081400	33.770000	0.000800	0.000010	0.000500	0.050000
